track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Talk,YEAT,1,2022,9,2,920,0,148461629.00,10,1,140,E,Minor,70,26,76,8,0,54,23
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,2,2022,2,11,1430,0,146789379.00,46,1,134,,Major,53,31,31,92,0,28,3
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.00,11,6,108,F#,Major,71,55,44,74,0,11,6
Bamba (feat. Aitch & BIA),Luciano,3,2022,9,22,869,7,146223492.00,14,12,138,A#,Major,80,82,81,14,0,13,36
212,Mainstreet,2,2022,1,15,352,0,143139338.00,10,0,154,D,Minor,79,86,52,66,0,9,7
Circo Loco,Drake,2,2022,11,4,1794,0,141720999.00,26,9,104,C#,Major,73,25,61,1,0,32,7
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,6,2022,12,12,130,4,140187018.00,21,79,116,G#,Minor,77,65,80,6,0,15,4
"Apna Bana Le (From ""Bhediya"")",Arijit Singh,2,2022,11,5,86,0,139836056.00,11,101,94,A,Major,59,44,56,80,0,6,3
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.00,27,2,119,C#,Minor,87,28,50,12,0,10,10
Nos Comemos (feat. Ozuna),Ozuna,2,2022,6,2,896,0,138334433.00,0,0,92,F#,Major,83,56,82,10,0,9,5
Komang,Raim Laode,1,2022,8,16,158,4,137123880.00,5,6,134,G,Major,70,35,41,41,0,10,3
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925.00,26,2,118,,Major,42,32,20,94,0,11,4
ZOOM,Jessi,1,2022,4,13,608,0,136996305.00,5,29,100,F#,Major,87,46,60,1,0,13,16
Antidepresan,Mabel Matiz,2,2022,11,4,313,2,136689549.00,10,6,100,B,Minor,70,92,59,3,0,10,3
Cash In Cash Out,Pharrell Williams,4,2022,6,10,2313,0,136676504.00,34,0,120,G,Major,88,15,56,1,0,8,6
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.00,2,74,155,G#,Major,49,42,77,3,0,12,9
O.O,NMIXX,1,2022,2,22,290,0,135444283.00,9,66,200,B,Minor,39,28,77,4,0,6,29
Brividi,Mahmood,2,2022,2,2,1175,0,135079152.00,34,1,123,G,Major,52,44,60,40,0,26,3
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.00,20,1,135,F,Major,81,97,77,75,0,35,3
En La De Ella,Feid,3,2022,10,20,1320,0,133895612.00,29,26,97,C#,Major,82,67,77,8,0,12,5
This Love (Taylors Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.00,26,2,144,E,Major,47,7,50,32,0,7,4
die first,Nessa Barrett,1,2022,6,24,767,0,131746175.00,25,0,183,G#,Minor,44,44,67,7,0,12,13
Layla,Schrze,2,2022,3,24,832,3,130419412.00,18,124,140,F,Minor,44,41,92,0,0,44,7
Baile no Morro,Mc Vitin Da Igrejinha,3,2022,6,10,685,2,129314708.00,17,0,130,D#,Minor,71,78,40,46,0,7,45
Father Time (feat. Sampha),Kendrick Lamar,2,2022,5,13,3107,0,127309180.00,4,0,153,A#,Minor,55,50,78,19,0,11,35
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991.00,5,0,84,E,Minor,71,63,45,45,0,11,3
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.00,3,7,134,G,Major,78,51,43,69,0,14,9
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.00,13,0,110,A#,Major,63,31,35,93,0,29,3
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,4,2022,7,15,3113,0,123473120.00,54,6,126,A,Major,81,90,73,28,0,29,4
Silent Hill,Kendrick Lamar,2,2022,5,13,3028,0,123216717.00,22,0,140,C#,Minor,92,78,57,46,0,14,9
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181.00,26,1,71,,Minor,28,26,20,19,0,30,3
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870.00,4,0,166,F#,Major,42,7,24,83,1,12,6
La Loto,Anitta,3,2022,7,6,945,0,121189256.00,49,3,90,C#,Major,85,80,83,10,0,8,11
I Tried to Tell Y'all,Ugly Dray,2,2022,5,6,1657,0,121077868.00,15,3,96,B,Major,71,37,52,62,0,11,36
"Nobody Like U - From ""Turning Red""",Jordan Fisher,6,2022,2,25,918,0,120847157.00,34,39,105,A,Minor,91,73,72,13,0,9,15
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.00,7,47,121,G,Minor,80,62,51,2,0,9,8
Me Arrepent,Ak4:20,3,2022,3,30,273,2,118381354.00,12,2,92,,Major,86,91,79,29,0,60,16
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.00,11,29,123,F#,Minor,74,35,73,0,0,21,5
Tubaro Te,Dj LK da Esccia,4,2022,9,28,1003,0,116144341.00,21,0,130,E,Minor,89,48,74,30,0,7,36
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792.00,38,0,150,F,Minor,70,26,56,14,83,11,5
For Youth,BTS,1,2022,6,10,327,0,114546317.00,5,40,117,D,Major,63,29,51,43,0,25,4
Privileged Rappers,Drake,2,2022,11,4,1007,0,112436403.00,6,5,144,F,Major,93,62,61,0,0,12,20
Love Language,SZA,1,2022,12,9,1127,0,110849052.00,16,63,65,A,Minor,71,55,26,85,0,13,8
Raindrops (Insane) [with Travis Scott],Travis Scott,2,2022,12,2,880,0,110649992.00,3,7,112,G#,Major,80,15,54,9,0,38,5
Ghost in the Machine (feat. Phoebe Bridgers),SZA,2,2022,12,9,1634,0,110073250.00,16,20,125,F#,Major,62,59,43,84,3,11,5
L,Stromae,1,2022,1,9,2035,0,108809090.00,41,122,88,D,Minor,56,58,55,35,0,23,11
City of Gods,Kanye West,3,2022,2,11,2096,0,107255472.00,34,3,147,G#,Minor,47,50,80,10,0,32,38
Honest (feat. Don Toliver),Justin Bieber,2,2022,4,29,1351,0,106919680.00,26,1,150,G#,Minor,82,82,66,13,0,11,6
Broke Boys,Drake,2,2022,11,4,1060,0,106249219.00,3,8,120,D,Major,64,11,53,1,0,25,27
Right On,Lil Baby,1,2022,4,8,1116,0,101780047.00,31,9,166,D,Major,70,22,61,2,0,10,34
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.00,3,18,87,E,Minor,49,49,59,44,0,35,21
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.00,5,31,152,C#,Major,65,35,65,44,18,21,7
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446.00,28,67,145,G,Major,56,43,53,24,0,12,4
Alone,Burna Boy,1,2022,11,4,782,2,96007391.00,27,18,90,E,Minor,61,32,67,15,0,11,5
"Residente: Bzrp Music Sessions, Vol. 49",Residente,2,2022,3,3,461,0,94616487.00,7,11,71,C#,Minor,59,70,74,56,0,11,40
Used (feat. Don Toliver),SZA,2,2022,12,8,1042,0,94005786.00,7,29,150,A#,Minor,73,71,69,53,0,32,9
Sem Aliana no ,MC Xenon,2,2022,12,23,454,4,93587665.00,6,1,83,C#,Major,53,40,36,73,0,11,33
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.00,8,5,142,F,Minor,85,40,43,4,0,39,32
So Good,Halsey,1,2022,6,9,1057,0,91781263.00,51,14,83,D#,Minor,63,29,62,4,0,18,4
I Heard You're Married (feat. Lil Wayne),The Weeknd,2,2022,1,7,1178,0,91656026.00,9,10,110,D,Major,75,85,84,10,0,31,19
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363.00,61,13,144,A,Major,60,24,39,57,0,8,3
Chance,Paulo Londra,1,2022,4,6,225,0,89566512.00,11,0,138,C#,Minor,72,22,46,24,0,9,6
"Here We Go Again (feat. Tyler, the Cr",The Weeknd,3,2022,1,7,1420,0,88103848.00,7,18,135,C#,Major,41,27,64,36,0,60,3
Special,SZA,1,2022,12,9,906,0,88092256.00,6,21,76,,Major,60,19,20,78,0,11,5
Savior,Kendrick Lamar,3,2022,5,13,2291,0,86176890.00,9,0,123,G#,Major,61,66,71,53,0,32,46
Hot Shit (feat. Ye & Lil Durk),Kanye West,3,2022,7,1,1601,0,85924992.00,11,0,157,A,Major,88,52,69,0,0,8,23
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365.00,36,38,162,F,Minor,74,22,67,0,0,11,46
Bye Bye,Marshmello,2,2022,10,14,766,0,84697729.00,16,0,83,D#,Minor,65,24,53,6,0,51,4
Do We Have A Problem?,Nicki Minaj,2,2022,2,4,1064,0,81350745.00,42,1,120,C#,Minor,84,54,51,47,0,12,40
Born Singer,BTS,1,2022,6,10,279,0,79095270.00,0,18,158,G#,Minor,60,68,84,4,0,24,11
Rumble,Skrillex,3,2022,1,17,2849,0,78489819.00,39,45,140,C#,Minor,81,6,84,5,23,6,6
On Time (with John Legend),John Legend,2,2022,12,2,398,0,78139948.00,2,2,80,F,Minor,33,51,59,76,0,44,6
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.00,2,12,127,E,Minor,60,40,89,9,0,60,6
Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611.00,6,40,158,A#,Major,54,50,40,61,0,10,6
Purple Hearts,Kendrick Lamar,3,2022,5,13,2308,0,76831876.00,7,0,138,D#,Minor,57,71,82,19,0,15,29
psychofreak (feat. WILLOW),Camila Cabello,2,2022,4,7,918,0,75476209.00,24,0,180,G,Minor,63,45,64,34,0,9,8
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.00,1,17,86,A,Minor,28,13,41,50,0,19,3
SOS,SZA,1,2022,12,9,827,0,73981293.00,6,18,119,G,Minor,51,51,66,67,0,9,23
A Veces (feat. Feid),Feid,2,2022,11,3,573,0,73513683.00,2,0,92,C#,Major,80,81,67,4,0,8,6
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324.00,29,0,98,G#,Minor,76,79,81,18,0,6,34
Con La Brisa,Ludwig Goransson,2,2022,11,4,486,0,71095708.00,8,1,114,D,Minor,62,25,44,51,33,14,3
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.00,0,4,145,G#,Major,41,65,88,0,0,26,5
Obsessed,Abhijay Sharma,2,2022,9,29,161,6,71007139.00,10,79,135,F,Minor,80,85,74,62,0,8,9
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.00,12,2,128,E,Minor,82,61,59,30,0,12,4
We Cry Together,Kendrick Lamar,2,2022,5,13,1635,0,68895644.00,4,1,108,B,Major,65,52,69,31,0,8,36
F2F,SZA,1,2022,12,9,989,0,67540165.00,5,9,90,D,Major,53,47,74,9,0,34,4
Gone Girl,SZA,1,2022,12,9,892,0,65362788.00,3,17,150,F,Major,43,42,44,57,0,15,6
Gospel (with Eminem),Eminem,2,2022,2,4,1040,0,64787943.00,8,0,117,C#,Major,92,62,86,11,0,24,24
Bussin,Nicki Minaj,2,2022,2,11,847,0,64714573.00,25,0,140,B,Major,89,75,70,6,0,13,5
Dont Break My,The Weeknd,1,2022,1,7,1184,0,63803529.00,1,5,122,A#,Major,77,25,62,34,0,23,3
Notice Me,SZA,1,2022,12,9,819,0,62019074.00,14,22,160,F,Major,72,78,68,28,0,11,12
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839.00,1,0,72,A#,Minor,56,56,47,76,0,8,36
thought i was playing,21 Savage,2,2022,1,7,807,0,60680939.00,3,0,148,C#,Major,68,29,73,0,0,7,7
Mr. Morale,Kendrick Lamar,2,2022,5,13,1860,0,58687425.00,1,0,174,A,Major,73,26,54,30,0,34,32
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.00,6,11,81,G#,Major,47,33,68,24,0,22,38
Conceited,SZA,1,2022,12,9,899,0,56870689.00,2,14,150,C#,Major,79,77,46,5,0,11,7
25k jacket (feat. Lil Baby),Gunna,2,2022,1,7,620,0,54937991.00,17,3,115,F,Minor,90,74,54,16,0,13,28
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.00,42,51,80,B,Major,47,33,83,18,0,10,5
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404.00,3,0,93,D,Major,78,75,62,6,0,15,6
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.00,1,8,78,A,Minor,27,10,49,62,0,49,5
Still Life,BIGBANG,1,2022,4,5,181,0,53909146.00,16,14,118,G#,Major,68,24,58,44,0,6,3
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194.00,10,4,105,D,Major,83,32,82,14,0,12,4
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.00,2,0,92,E,Minor,66,29,65,23,0,8,7
Far,SZA,1,2022,12,9,680,0,51641685.00,2,15,116,D,Major,61,48,55,67,0,16,8
Worst Day,Future,1,2022,2,11,910,0,50746620.00,20,3,89,C#,Major,65,60,60,11,0,10,40
Too Late,SZA,1,2022,12,8,714,0,49262961.00,0,9,128,B,Major,45,35,68,78,0,39,8
XQ Te Pones As,Yandel,2,2022,9,13,308,0,47093942.00,6,1,92,A#,Major,81,48,70,13,0,15,7
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571.00,2,0,170,C#,Minor,37,14,24,80,0,11,4
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.00,0,2,94,F,Minor,46,55,50,71,0,10,11
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087.00,0,0,104,G,Major,44,74,42,88,0,9,9
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.00,1,0,78,G,Major,43,60,38,76,1,48,38
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.00,0,1,118,,Major,44,52,94,11,0,4,29
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.00,0,0,118,F,Minor,66,83,43,84,0,19,19
Mother I Sober (feat. Beth Gibbons of Portishead),Kendrick Lamar,2,2022,5,13,1890,0,33381454.00,3,0,140,G#,Minor,49,50,37,87,0,11,35
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.00,1,1,108,A,Minor,46,23,48,75,30,14,4
Jhoome Jo Pathaan,Arijit Singh,6,2022,12,22,138,4,1365184.00,13,78,105,G,Major,82,62,74,10,0,33,7
Que Vuelvas,Carin Leon,2,2022,12,9,763,26,2762.00,21,110,162,A#,Major,49,78,64,19,0,11,4
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.00,300,215,118,,Major,71,65,68,6,0,3,7
Ella Baila Sola,Eslabon Armado,2,2023,3,16,3090,50,725980112.00,34,222,148,F,Minor,67,83,76,48,0,8,3
"Shakira: Bzrp Music Sessions, Vol. 53",Shakira,2,2023,1,11,5724,44,721975598.00,119,108,122,D,Minor,78,50,63,27,0,9,5
TQG,Karol G,2,2023,2,23,4284,49,618990393.00,115,123,180,E,Minor,72,61,63,67,0,9,28
La Bebe - Remix,Peso Pluma,2,2023,3,17,2953,44,553634067.00,49,110,170,D,Minor,81,56,48,21,0,8,33
Die For You - Remix,Ariana Grande,2,2023,2,24,3408,47,518745108.00,87,86,67,C#,Minor,53,50,53,23,0,44,7
un x100to,Bad Bunny,2,2023,4,17,2876,40,505671438.00,41,205,83,F#,Minor,57,56,72,23,0,27,5
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.00,91,212,120,B,Minor,78,76,59,43,0,34,3
PRC,Natanael Cano,2,2023,1,23,961,26,436027885.00,19,143,138,G,Minor,78,89,83,10,0,12,5
OMG,NewJeans,1,2023,1,2,1783,27,430977451.00,26,124,127,A,Minor,80,74,77,36,0,11,4
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812.00,52,107,204,F#,Major,52,52,68,46,0,15,4
Daylight,David Kushner,1,2023,4,14,3528,98,387570742.00,80,156,130,D,Minor,51,32,43,83,0,9,3
Like Crazy,Jimin,1,2023,3,24,596,68,363369738.00,8,104,120,G,Major,63,36,73,0,0,36,4
BESO,Rauw Alejandro,2,2023,3,24,4053,50,357925728.00,82,121,95,F,Minor,77,53,64,74,0,17,14
El Azul,Junior H,2,2023,2,10,692,25,354495408.00,10,107,144,A,Minor,56,84,65,23,0,10,6
Classy 101,Feid,2,2023,3,31,2610,40,335222234.00,43,100,100,B,Major,86,67,66,14,0,12,16
Fin de Semana,Oscar Maydon,2,2023,1,13,592,14,307370144.00,11,84,98,,Major,70,37,54,6,0,9,8
WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322.00,84,133,144,A,Minor,65,23,80,14,63,11,6
X SI VOLVEMOS,Karol G,2,2023,2,2,2127,33,266624541.00,45,80,178,C#,Minor,79,58,78,34,0,11,25
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385.00,67,79,137,G,Minor,64,88,72,51,0,17,5
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.00,7,71,140,G,Minor,74,96,80,18,0,5,5
Coco Chanel,Bad Bunny,2,2023,3,17,1962,38,250305248.00,28,89,150,D,Major,68,14,76,4,0,10,4
Rara Vez,Taiu,2,2023,2,8,893,38,248088961.00,19,23,120,F,Minor,84,96,71,18,0,34,17
Nosso Quadro,Ana Castela,2,2023,2,2,894,9,233801632.00,14,88,160,A,Major,69,61,71,33,0,31,20
FLOWER,JISOO,1,2023,3,31,839,18,232896922.00,20,110,124,A,Minor,84,64,39,3,0,11,4
El Merengue,Marshmello,2,2023,3,3,2114,44,223633238.00,80,75,124,G#,Minor,78,70,68,3,1,11,4
Cupido,Tini,1,2023,2,14,1240,24,217672943.00,51,29,120,A,Major,91,63,58,52,0,31,22
Miracle (with Ellie Goulding),Calvin Harris,2,2023,3,10,5120,48,211050784.00,161,115,143,A,Major,64,31,87,4,4,8,4
Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,3,2023,2,5,1638,10,207033255.00,0,0,130,B,Minor,69,36,90,1,10,15,4
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629.00,15,26,80,,Major,52,57,48,86,0,15,39
Tattoo,Loreen,1,2023,2,25,2988,59,201660859.00,74,102,150,D#,Minor,55,30,78,24,0,12,8
"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,2,2023,5,31,1313,40,200647221.00,17,152,133,F,Minor,85,81,67,26,0,12,5
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.00,116,69,107,D,Major,78,39,53,30,0,11,6
Frgil (feat. Grupo Front,Yahritza Y Su Esencia,2,2023,4,7,672,34,188933502.00,19,108,150,F#,Major,61,39,73,37,0,11,3
Sprinter,Dave,2,2023,6,1,2186,91,183706234.00,67,213,141,C#,Major,92,66,58,19,0,8,24
Baby Don't Hurt Me,David Guetta,3,2023,4,6,4277,66,177740666.00,145,111,128,G,Major,60,23,91,0,0,12,3
TQM,Fuerza Regida,1,2023,5,19,584,28,176553476.00,16,159,125,F,Minor,79,96,85,27,0,11,6
WANDA,Quevedo,1,2023,1,20,888,22,175399345.00,11,24,176,E,Minor,72,96,63,25,0,21,7
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.00,58,70,142,A#,Minor,82,54,44,6,0,33,7
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354.00,4,72,120,G,Major,62,32,76,0,0,39,4
Chemical,Post Malone,1,2023,4,14,2528,39,172825906.00,56,91,170,D,Major,50,37,90,0,0,12,5
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603.00,4,71,132,,Minor,59,56,82,12,0,12,6
Sial,Mahalini,1,2023,1,23,134,4,166570053.00,4,6,120,D,Major,56,20,43,89,0,12,4
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767.00,81,27,116,G,Major,90,96,73,62,0,9,4
Shorty Party,Cartel De Santa,2,2023,3,4,432,12,162887075.00,8,14,96,D,Major,93,47,47,33,0,10,36
Chanel,Becky G,2,2023,3,30,681,10,161460990.00,15,92,132,D,Major,85,53,68,40,0,9,4
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870.00,57,97,98,G#,Major,71,67,60,19,0,12,3
Boy's a liar Pt. 2,PinkPantheress,2,2023,2,3,5184,41,156338624.00,154,84,133,F,Major,70,86,81,25,0,25,5
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.00,8,57,154,F#,Major,59,63,89,18,0,80,9
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011.00,14,71,107,F#,Minor,92,55,70,18,0,15,7
VIBE (feat. Jimin of BTS),TAEYANG,2,2023,1,13,415,2,152850295.00,15,40,100,,Major,79,60,68,7,0,26,4
Tormenta (feat. Bad Bunny),Gorillaz,2,2023,2,24,1529,0,149778242.00,32,18,95,,Major,64,30,77,46,0,38,6
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.00,57,4,107,B,Minor,66,47,40,72,0,11,3
Di Que Si,Grupo Marca Registrada,2,2023,2,3,356,10,147290338.00,4,64,182,A,Major,57,80,59,8,0,6,5
Mas Rica Que Ayer,Mambo Kingz,3,2023,3,2,1208,34,146409671.00,10,41,94,B,Major,82,53,67,34,0,9,8
Oi Balde - Ao Vivo,Z Neto & Crist,1,2023,2,14,845,2,145458418.00,12,57,108,D,Major,67,55,67,60,0,80,5
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.00,61,6,92,F,Major,57,68,76,7,0,33,3
All My Life (feat. J. Cole),J. Cole,2,2023,5,12,2175,23,144565150.00,69,145,143,D#,Major,83,69,44,15,0,10,33
,YOASOBI,1,2023,4,12,356,16,143573775.00,35,102,166,C#,Major,57,84,94,11,0,37,9
Un Finde | CROSSOVER #2,Big One,3,2023,4,4,561,14,142095275.00,4,14,192,B,Major,50,85,52,11,0,28,6
Seven (feat. Latto) (Explicit Ver.),Latto,2,2023,7,14,553,147,141381703.00,43,263,125,B,Major,80,89,83,31,0,8,4
vampire,Olivia Rodrigo,1,2023,6,30,1397,113,140003974.00,94,207,138,F,Major,51,32,53,17,0,31,6
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.00,15,93,120,D,Major,77,94,66,65,0,38,3
Seu Brilho Sumiu - Ao Vivo,Israel & Rodolffo,2,2023,3,1,967,5,138517666.00,7,29,154,F#,Major,63,75,92,31,0,91,5
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.00,88,24,122,G#,Major,64,25,89,0,0,15,9
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",Kodak Black,5,2023,5,1,577,14,133753727.00,22,18,74,A#,Minor,53,24,67,11,0,10,28
LALA,Myke Towers,1,2023,3,23,1474,48,133716286.00,48,126,92,C#,Major,71,61,74,7,0,10,4
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540.00,49,105,100,F#,Minor,49,17,35,71,9,11,3
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954.00,0,0,110,B,Minor,67,78,85,2,0,33,5
Las Morras,BLESSD,2,2023,4,4,291,8,127026613.00,8,78,133,A,Minor,78,90,84,31,0,7,4
Thinkin B,Morgan Wallen,1,2023,3,3,604,6,125917280.00,22,101,140,D#,Minor,66,43,76,49,0,12,3
LLYLM,ROSAL,1,2023,1,27,1838,0,124988687.00,105,41,170,F#,Minor,56,56,63,13,0,19,27
I AM,IVE,1,2023,4,10,366,15,123132751.00,16,102,122,E,Minor,68,38,88,1,0,8,5
Acrs,Shakira,1,2023,5,11,955,29,123124076.00,37,50,144,B,Major,75,35,48,84,0,10,12
Los del Espacio,Big One,8,2023,6,1,1150,31,123122413.00,22,33,120,,Major,81,63,68,11,0,11,4
Mu,Steve Aoki,3,2023,1,12,658,6,120972253.00,33,7,90,A#,Minor,68,83,71,3,0,31,8
Haegeum,Agust D,1,2023,4,21,244,12,118810253.00,6,84,85,G,Major,70,83,84,31,0,47,30
Take Two,BTS,1,2023,6,9,674,47,118482347.00,20,106,93,G,Major,62,57,59,3,0,38,3
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907.00,46,5,98,F,Major,44,36,41,50,0,38,5
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995.00,20,8,87,F,Minor,65,71,56,4,0,15,20
on the street (with J. Cole),j-hope,2,2023,3,3,615,2,116599790.00,22,82,94,B,Minor,68,81,82,53,0,9,13
Dijeron Que No La Iba Lograr,Fuerza Regida,2,2023,3,14,320,6,116334601.00,5,48,142,G,Minor,70,76,79,26,0,11,7
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,3,2023,6,2,1945,87,115364561.00,74,182,99,C#,Major,85,83,68,7,0,36,20
Nia Bo,Sean Paul,2,2023,4,21,1305,34,115010040.00,29,26,91,G,Major,82,47,62,10,0,10,15
Area Codes,Kaliii,2,2023,3,17,1197,13,113509496.00,44,34,155,C#,Major,82,51,39,2,0,9,49
T,dennis,2,2023,5,4,731,15,111947664.00,27,17,130,B,Major,86,59,96,50,1,9,5
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Swae Lee,4,2023,6,2,1051,16,109276132.00,31,37,140,,Major,63,22,54,46,0,12,8
El Cielo,Feid,3,2023,6,2,1298,38,107753850.00,44,64,106,A#,Minor,72,17,64,7,0,10,5
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.00,12,56,125,A#,Minor,71,83,89,1,0,17,9
Private Landing (feat. Justin Bieber & Future),Don Toliver,3,2023,2,23,1190,0,105062254.00,29,3,137,C#,Minor,84,44,67,8,0,11,6
Princess Diana (with Nicki Minaj),Nicki Minaj,2,2023,4,14,1444,4,104992946.00,0,0,148,A,Major,90,74,68,14,0,10,19
I'm Not Here To Make Friends,Sam Smith,3,2023,1,27,1890,0,103787664.00,86,1,115,,Major,70,84,90,17,0,41,6
"Arcngel: Bzrp Music Sessions, Vol",Arcangel,2,2023,3,22,654,3,100409613.00,11,3,124,B,Minor,72,79,78,55,0,15,30
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746.00,10,126,130,E,Minor,82,69,83,3,0,27,5
Double Fantasy (with Future),The Weeknd,2,2023,4,21,1169,0,96180277.00,36,65,119,A,Minor,60,10,57,1,0,50,3
People Pt.2 (feat. IU),IU,2,2023,4,7,209,4,95816024.00,4,45,89,G,Minor,73,44,57,39,0,32,6
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.00,11,54,104,G#,Major,56,72,85,0,0,15,3
fukumean,Gunna,1,2023,5,15,1096,83,95217315.00,60,210,130,C#,Minor,85,22,62,12,0,28,9
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998.00,29,76,172,C#,Minor,74,76,76,6,0,10,9
Bye,Peso Pluma,1,2023,5,26,324,14,95053634.00,13,110,122,,Major,78,70,81,57,0,10,5
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",A$AP Rocky,3,2023,6,2,727,16,94186466.00,17,60,90,A,Minor,60,13,53,4,0,21,4
PERO T,Karol G,2,2023,2,23,387,11,93438910.00,11,15,140,F#,Major,86,68,79,39,0,11,29
UNFORGIVEN (feat. Nile Rodgers),Nile Rodgers,2,2023,5,1,327,13,92035115.00,14,110,104,E,Minor,80,38,88,11,0,11,5
Super,SEVENTEEN,1,2023,4,24,271,12,91221625.00,16,103,137,G#,Major,77,35,88,16,0,17,9
VAGABUNDO,Sebastian Yatra,3,2023,5,12,1094,34,90839753.00,40,58,127,B,Minor,82,89,85,4,0,23,6
